🎬 Titre;📅 Année;🏷️ Type;🎯 Thème;🏟️ Club-sélection;👥 Personnages clés;Date diffusion;📺 Diffuseur;🗣️ Langue;Qualité;⏳ Durée (min);🎞️ Série-Collection;Commentaires sur fichier
Téléfoot - 25 juin;2006;Magazine TV;Magazine football;;;25/06/2006;TF1;Français;;0;Téléfoot;Passage / extrait
Téléfoot - 2 juillet;2006;Magazine TV;Magazine football;;;02/07/2006;TF1;Français;;0;Téléfoot;Passage / extrait
Téléfoot - 9 juillet;2006;Magazine TV;Magazine football;;;09/07/2006;TF1;Français;;0;Téléfoot;Passage / extrait
L'Équipe du Dimanche - 10 septembre;2006;Magazine TV;Championnats européens, Magazine football;;;10/09/2006;Canal+;Français;;45;L'Équipe du Dimanche;
Téléfoot - 10 septembre;2006;Magazine TV;Magazine football;Real Madrid;;10/09/2006;TF1;Français;;0;Téléfoot;Passage / extrait
Canal+ - 1000e match de Ligue 1;2006;Rétrospective, Émission spéciale;Club, Histoire du football, Ligue 1, Médias, Records;Olympique Lyonnais, Olympique de Marseille;;22/10/2006;Canal+;Français;;0;;OM–Lyon., Émission spéciale autour du 1000e match de Division 1/Ligue 1 diffusé par Canal+
L'Équipe du Dimanche - 29 octobre;2006;Magazine TV;Championnats européens, Magazine football;;;29/10/2006;Canal+;Français;;45;L'Équipe du Dimanche;
Téléfoot - 10 décembre;2006;Magazine TV;Magazine football;;;10/12/2006;TF1;Français;;0;Téléfoot;Passage / extrait
2006 Tous les Buts;2006;Compilation;Buts;;;;;;;0;;
Calcio Mondiali Germania 2006 (Il Film La Storia I Gol I Pianti I Sorrisi Di Tutto E Di Più) Sky Ita;2006;Documentaire;Coupe du Monde (général), Coupe du Monde 2006, Sélections nationales;;;;Sky Sport Italia;Italien;;0;;
Campionato io ti amo - Saison 2005-2006;2006;Rétrospective;Histoire du football italien, Serie A;;;;Rai Sport;Italien;DVD;0;Campionato Io ti amo;
Jour de Foot - Lyon champion France;2006;Magazine TV;Ligue 1, Magazine football;Olympique Lyonnais;;;Canal+;Français;;0;Jour de Foot;
Coupe du Monde 2006 - Parcours de légende - Partie 1;2006;Compilation, Rétrospective;Coupe du Monde (général), Coupe du Monde 2006, Histoire du football, Sélections nationales;;;;;;;0;Parcours de légende;Nom d'uploader « Thewildbunch22 » retiré du titre.
Coupe du Monde 2006 - Parcours de légende - Partie 2;2006;Compilation, Rétrospective;Coupe du Monde (général), Coupe du Monde 2006, Histoire du football, Sélections nationales;;;;;;;0;Parcours de légende;Nom d'uploader « Thewildbunch22 » retiré du titre.
Le Dernier match de Guy Roux Strasbourg Lens en;2007;Documentaire;Club, Entraîneur, Portrait;AJ Auxerre, RC Lens;Guy Roux;;;;;0;;
Hagi - Volumul I - Naționala;2007;Documentaire, Rétrospective;Carrière, Portrait, Sélections nationales;Roumanie;Gheorghe Hagi;;;Roumain;;116;;
Rendez-vous le 9 juillet;2007;Documentaire;Coulisses, Coupe du Monde (général), Coupe du Monde 2006, Sélections nationales, Équipe de France;France;Claude Makélélé, Franck Ribéry, Lilian Thuram, Patrick Vieira, Thierry Henry, Willy Sagnol, Zinédine Zidane;07/01/2007;Canal+;Français;;91;;Le documentaire est scindé en deux fichiers dans la collection
Romário - 1000 Vezes;2007;Documentaire, Rétrospective;Buts, Carrière, Club, Portrait, Records;Brésil, Vasco da Gama;Romário;;;Portugais;;0;;Année 2007 retenue en cohérence avec le 1000e but de Romário.
Téléfoot - 15 avril;2007;Magazine TV;Magazine football;;;15/04/2007;TF1;Français;VHS;0;Téléfoot;Source VHS
Téléfoot - 13 mai;2007;Magazine TV;Magazine football;;;13/05/2007;TF1;Français;;0;Téléfoot;
Campionato io ti amo - Saison 2006-2007;2007;Rétrospective;Histoire du football italien, Serie A;;;;Rai Sport;Italien;DVD;0;Campionato Io ti amo;
Futsal Bercy 2007 - Partie 1 - PSG vs Équipe de France de Futsal;2007;Documentaire;Équipe de France;France, Paris Saint-Germain;;;;;;0;;
Futsal Bercy 2007 - Partie 2 - Club Des Internationaux Français Vs France 98;2007;Documentaire;Coupe du Monde (général), Coupe du monde 1998, Sélections nationales, Équipe de France;France;;;;;;0;;
Futsal Bercy 2007 - Partie 3 - PSG vs France 98;2007;Documentaire;Coupe du Monde (général), Coupe du monde 1998, Sélections nationales, Équipe de France;France, Paris Saint-Germain;;;;;;0;;
Liverpool FC - The Official History;2007;Film officiel;Club, Histoire du football;Liverpool;;;;Anglais;;0;;Édition 2007 révisée et mise à jour jusqu’à l’été 2007
Alessandro Del Piero - 250 buts avec la Juventus;2008;Compilation, Rétrospective;Buts, Carrière, Club, Portrait, Records;Juventus;Alessandro Del Piero;;;;;0;;Le titre du fichier renvoie à une compilation des 250 buts de Del Piero avec la Juventus
Les Spécialistes - France-Brésil 1998 analysé dix ans après;2008;Analyse, Magazine TV;10e anniversaire, Analyse, Coupe du monde 1998, Finale, Équipe de France;Brésil, France;Aimé Jacquet, Bixente Lizarazu, Christophe Dugarry, Didier Deschamps, Lionel Rosso, Marcel Desailly, Zinedine Zidane;12/07/2008;Canal+;Français;AVI;0;Les Spécialistes;Émission spéciale du dixième anniversaire 
Jour de Foot - 1er mars 2008;2008;Archive TV, Magazine TV;Ligue 1, Magazine football;;;01/03/2008;Canal+;Français;MP4;0;Jour de Foot;
Jour de Foot - 22 mars;2008;Magazine TV;Ligue 1, Magazine football;;;22/03/2008;Canal+;Français;;0;Jour de Foot;
Euro 2008 - Review - 16 juin 2008;2008;Compilation, Rétrospective, Spécial compétition;Euro (général), Euro 2008, Sélections nationales;;;16/06/2008;;Français;DVD;0;Euro 2008 Review;Compilation personnelle. Le dossier source mentionne un ensemble de 4 DVD
Campionato io ti amo - Saison 2007-2008;2008;Rétrospective;Histoire du football italien, Serie A;;;;Rai Sport;Italien;DVD;0;Campionato Io ti amo;
Téléfoot - Spécial Euro 2008 - DVD 1;2008;Archive TV, Magazine TV, Spécial compétition;Euro (général), Euro 2008, Magazine football, Sélections nationales;;;;TF1;Français;DVD, MKV;0;Téléfoot;Spécial Euro 2008 - DVD 1 sur 2.
Téléfoot - Spécial Euro 2008 - DVD 2;2008;Archive TV, Magazine TV, Spécial compétition;Euro (général), Euro 2008, Magazine football, Sélections nationales;;;;TF1;Français;DVD, MKV;0;Téléfoot;Spécial Euro 2008 - DVD 2 sur 2.
Téléfoot - 3 mai;2009;Magazine TV;Magazine football;;;03/05/2009;TF1;Français;;0;Téléfoot;Fichier incomplet
Tribune de Furiani - une catastrophe annoncée;2009;Documentaire, Enquête;Club, Drames du football;Olympique de Marseille, SC Bastia;;06/05/2009;W9;Français;;0;Enquêtes criminelles;Durée laissée vide : le programme TV de 2009 associait ce sujet à une seconde enquête et la durée du seul segment Furiani n’est pas établie.
Ronaldinho - Le seul et l'unique - Épisode 1 - C'était écrit;2009,457859;Série documentaire;Carrière, Club, Portrait;Brésil, Grêmio;Ronaldinho;16/04/2026;Netflix;Français, Portugais;1080p, MKV, WEB;29,82273524;Ronaldinho : Le seul et l'unique;
Transversales - RONALDINHO No Limit;2009,641923;Documentaire;Portrait;;Ronaldinho;09/10/2019;RMC Sport;Français;;30,06136762;Transversales;
L'enfer de la sélection;2010;Documentaire;Sélectionneurs, Équipe de France;France;Aimé Jacquet, Gérard Houllier, Henri Michel, Jacques Santini, Just Fontaine, Michel Hidalgo, Michel Platini, Roger Lemerre;;Canal+;Français;;45;;
Téléfoot - Coupe du Monde 2010 - Partie 4;2010;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2010, Magazine football, Sélections nationales, Équipe de France;France;Franck Ribéry, Nicolas Anelka, Patrice Evra, Raymond Domenech, Thierry Henry;;TF1;Français;MKV;0;Téléfoot;Partie 4 sur 4 d'un ensemble Téléfoot consacré au Mondial 2010.
Téléfoot - Coupe du Monde 2010 - Partie 3;2010;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2010, Magazine football, Sélections nationales, Équipe de France;France;Franck Ribéry, Nicolas Anelka, Patrice Evra, Raymond Domenech, Thierry Henry;;TF1;Français;MKV;0;Téléfoot;Partie 3 sur 4 d'un ensemble Téléfoot consacré au Mondial 2010.
Téléfoot - Coupe du Monde 2010 - Partie 2;2010;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2010, Magazine football, Sélections nationales, Équipe de France;France;Franck Ribéry, Nicolas Anelka, Patrice Evra, Raymond Domenech, Thierry Henry;;TF1;Français;MKV;0;Téléfoot;Partie 2 sur 4 d'un ensemble Téléfoot consacré au Mondial 2010.
Téléfoot - Coupe du Monde 2010 - Partie 1;2010;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2010, Magazine football, Sélections nationales, Équipe de France;France;Franck Ribéry, Nicolas Anelka, Patrice Evra, Raymond Domenech, Thierry Henry;;TF1;Français;MKV;0;Téléfoot;Partie 1 sur 4 d'un ensemble Téléfoot consacré au Mondial 2010.
The Two Escobars;2010;Documentaire;Crime et société, Football colombien, Histoire du football, Sélections nationales;Colombie;Andrés Escobar, Pablo Escobar;22/06/2010;ESPN;Anglais, Espagnol;;104;30 for 30;Doublon/variante présent dans le fichier source
PSG - 40 ans de fièvre;2010;Documentaire;Club, Histoire du football;Paris Saint-Germain;;09/05/2010;Canal+;Français;;90;;
La plus belle des finales;2010;Compilation, Documentaire, Rétrospective, Émission spéciale;Coupe du Monde (général), Finales, Histoire du football;;;16/05/2010;Canal+;Français;;114;;Multiplex reconstituant les 18 finales de Coupe du monde disputées de 1930 à 2006. Montage/multiplex des finales de Coupe du monde de 1930 à 2006 avec les commentateurs et consultants de Canal+.
Canal Football Club - Après France-Mexique;2010;Magazine TV;Coupe du Monde (général), Coupe du Monde 2010, Magazine football, Sélections nationales;France, Mexique;;17/06/2010;Canal+;Français;;0;Canal Football Club;
La Parenthèse universelle;2010;Documentaire;Coupe du Monde (général), Coupe du Monde 2010, Culture football, Supporters;;;18/07/2010;Canal+;Français;;70;;
Téléfoot - 12 septembre;2010;Magazine TV;Magazine football;;;12/09/2010;TF1;Français;;0;Téléfoot;
CM 2010 Tous les buts;2010;Compilation;Buts, Coupe du Monde (général), Coupe du Monde 2010, Sélections nationales;;;;;;;0;;
OM 2009 2010 OM - Rennes Au coeur du sacre;2010;Documentaire;Club, Coulisses;Olympique de Marseille;;;;;;0;;
C'est l'histoire d'un but;2011;Documentaire;Buts, Club, Histoire du football, Ligue des champions (général), Olympique de Marseille;AC Milan, Olympique de Marseille;Basile Boli, Bernard Tapie, Didier Deschamps, Jean-Pierre Papin;02/09/2011;France 3;Français;;52;;
Sandrine et Gaëtane - un été magique;2011;Documentaire, Reportage;Football féminin, Portrait, Sélections nationales, Équipe de France;France, France féminine;Gaëtane Thiney, Sandrine Soubeyrand;;;Français;;0;;Année et contexte déduits du titre et des deux internationales françaises
Secrets de buteurs;2011;Documentaire;Buts, Ligue 1, Portrait;;Bernard Lacombe, Jean-Pierre Papin, Karim Benzema, Mamadou Niang, Pedro Pauleta, Sonny Anderson;;;Français;;52;;
100ème CANAL FOOTBALL CLUB;2011;Magazine TV;Magazine football;;;27/02/2011;Canal+;Français;;0;Canal Football Club;
Jour de Foot - 21 septembre;2011;Magazine TV;Ligue 1, Magazine football;;;21/09/2011;Canal+;Français;;0;Jour de Foot;
En bleu comme eux;2011;Documentaire;Football féminin, Société, Sélections nationales, Équipe de France;France;;22/10/2011;Direct 8;Français;;52;;
Au sein des Bleues;2011;Documentaire court;Football féminin, Équipe de France;France;;;Eurosport;Français;;26;;Identification probable du documentaire de 26 min diffusé pendant la Coupe du monde féminine 2011
Il était une fois le Classico Avril;2011;Documentaire;Football;;;;;;;0;;
PSG saison 2010-2011 - Un rêve plus grand;2011;Documentaire;Club;Paris Saint-Germain;;;;;;0;;
Les scandales du sport - L'affaire OM-VA : la chute de Bernard Tapie;2012;Documentaire, Série documentaire;Affaires et scandales, Club, Corruption, Histoire du football;Olympique de Marseille, Valenciennes;Bernard Tapie, Jacques Glassmann;;Toute l'Histoire;Français;;52;Les scandales du sport;
Looking for Barcelone;2012;Documentaire;Club, Culture football, Liga, Rivalités;Espanyol, FC Barcelona;Éric Cantona;;Canal+;Français;;52;Looking for;
Looking for Buenos Aires;2012;Documentaire;Club, Culture football, Football argentin, Rivalités;Boca Juniors, River Plate;Éric Cantona;;Canal+;Français;;53;Looking for;
Looking For Istanbul;2012;Documentaire;Club, Culture football, Football turc, Rivalités;Fenerbahçe, Galatasaray;Éric Cantona;;Canal+;Français;;53;Looking for;
Looking for Milan;2012;Documentaire;Club, Culture football, Rivalités, Serie A;AC Milan, Inter Milan;Éric Cantona;;Canal+;Français;;52;Looking for;
Lionel Messi - 91 buts en 2012;2012;Documentaire, Rétrospective;Buts, Club, Portrait, Records;Argentine, FC Barcelona;Lionel Messi;;beIN Sports;Français;MKV, MPG;0;;Trois fichiers repérés dans le nouvel inventaire, dont une copie. Une seule entrée Notion est conservée pour éviter le doublon.
Les Bleues dans les cieux;2012;Documentaire, Reportage;Club, Football féminin, Jeux olympiques, Équipe de France féminine;France, France féminine;Bruno Bini;25/07/2012;Direct 8;Français;;0;;
La véritable histoire des Bleus - 1958-2012;2012;Documentaire;Histoire du football, Sélections nationales, Équipe de France;France;Michel Platini, Raymond Domenech, Zinédine Zidane;;France 3;Français;TVRip;0;;
Philosophie - Foot;2012;Analyse, Magazine TV;Football, Philosophie, Société;;Ollivier Pourriol, Raphaël Enthoven;22/01/2012;Arte;Français;;26;Philosophie;consacré au football et à la morale., Épisode « Éloge du mauvais geste »
Intérieur Sport - Montpellier : lendemains de fête;2012;Documentaire, Magazine TV;Club, Coulisses, Ligue 1, Rétrospective de saison;Montpellier HSC;Mapou Yanga-Mbiwa, Olivier Giroud, René Girard, Younès Belhanda;09/11/2012;Canal+;Français;;0;Intérieur Sport;
Intérieur Sport - Yoann Gourcuff - L'âme de fond;2012;Documentaire;Carrière, Club, Ligue 1, Portrait;France, Olympique Lyonnais;Yoann Gourcuff;;Canal+;Français;;32;Intérieur Sport;
Canal Football Club - 22 janvier 2012 - Partie 1;2012;Magazine TV;Magazine football;;;22/01/2012;Canal+;Français;;0;Canal Football Club;
Canal Football Club - 22 janvier 2012 - Partie 2;2012;Magazine TV;Magazine football;;;22/01/2012;Canal+;Français;;0;Canal Football Club;
Canal Football Club - 22 janvier 2012 - Partie 3;2012;Magazine TV;Magazine football;;;22/01/2012;Canal+;Français;;0;Canal Football Club;
En route pour la L1 - 2011-2012;2012;Documentaire;Ligue 1;;;07/04/2012;;;;0;;
Téléfoot - 17 juin;2012;Magazine TV;Magazine football;;;17/06/2012;TF1;Français;;0;Téléfoot;
La véritable histoire des Bleus - 1958-2012;2012;Documentaire;Histoire du football, Sélections nationales, Équipe de France;France;;;France 3;Français;TVRip;0;;
La véritable histoire des Bleus - 1958-2012;2012;Documentaire;Histoire du football, Sélections nationales, Équipe de France;France;;;France 3;Français;DVD;0;;
Débrief France - Ukraine - 19 novembre 2013;2013;Archive TV, Émission spéciale;Barrages, Coupe du Monde (général), Coupe du Monde 2014, Sélections nationales;France, Ukraine;Didier Deschamps, Karim Benzema, Mamadou Sakho;19/11/2013;Canal+;Français;DVD;0;ECM 2014;Débrief du barrage retour qualificatif pour la Coupe du Monde 2014. Source stockée en structure VIDEO_TS.
Téléfoot - 8 décembre;2013;Magazine TV;Magazine football;;;08/12/2013;TF1;Français;;0;Téléfoot;
Téléfoot - 15 décembre;2013;Magazine TV;Magazine football;;;15/12/2013;TF1;Français;;0;Téléfoot;
Benzema par Karim;2014;Documentaire;Portrait;;Karim Benzema;;L'Équipe;Français;;0;;
Téléfoot - 6 avril;2014;Magazine TV;Magazine football;;;06/04/2014;TF1;Français;;0;Téléfoot;
Téléfoot - 13 avril;2014;Magazine TV;Magazine football;;;13/04/2014;TF1;Français;;0;Téléfoot;
Téléfoot - 20 avril;2014;Magazine TV;Magazine football;;;20/04/2014;TF1;Français;;0;Téléfoot;
Téléfoot - 27 avril;2014;Magazine TV;Magazine football;;;27/04/2014;TF1;Français;;0;Téléfoot;
Téléfoot - 4 mai;2014;Magazine TV;Magazine football;;;04/05/2014;TF1;Français;;0;Téléfoot;
Téléfoot - 11 mai;2014;Magazine TV;Magazine football;;;11/05/2014;TF1;Français;;0;Téléfoot;
Téléfoot - 18 mai;2014;Magazine TV;Magazine football;;;18/05/2014;TF1;Français;;0;Téléfoot;
Téléfoot - 1 juin;2014;Magazine TV;Magazine football;;;01/06/2014;TF1;Français;;0;Téléfoot;
Téléfoot - 8 juin;2014;Magazine TV;Magazine football;;;08/06/2014;TF1;Français;;0;Téléfoot;
La véritable histoire des Coupes du monde;2014;Documentaire;Coupe du Monde (général), Histoire du football;;;09/06/2014;France 3;Français;;114;;
40 jours dans le secret des bleus;2014;Documentaire;Coulisses, Équipe de France;France;;10/06/2014;TMC;Français;;0;;
LGDLPCR - 15 septembre 2014;2014;Documentaire;Football;;;15/09/2014;;;;0;;Acronyme source conservé faute d'identification fiable sur Internet.
The 90s - La Coupe du Monde 1998;2014;Série documentaire;Années 1990, Coupe du monde 1998, Médias, Société;;;;National Geographic;Français;MP4;0;The 90s: The Decade That Connected Us;Segment consacré au Mondial 1998 dans la série documentaire de National Geographic.
2014 FIFA World Cup The Official Film;2014;Film officiel;Coupe du Monde (général), Coupe du Monde 2014, Sélections nationales;;;;;;;0;;
Conversation secrète avec Didier Deschamps;2015;Documentaire, Interview, Émission spéciale;Entraîneur, Portrait, Sélections nationales, Équipe de France;France;Didier Deschamps, Michel Denisot;17/02/2015;Canal+;Français;;55;Conversation secrète;
Été 1992;2015;Film;Club, Danemark, Euro (général);Danemark;;;;;;0;;
Au cœur des Bleus;2016;Documentaire;Coulisses, Euro (général), Euro 2016, Sélections nationales, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Paul Pogba;28/12/2016;TMC;Français;720p;0;;
Les Bleus - une autre histoire de France - 1996-2016;2016;Documentaire;Histoire du football, Société, Sélections nationales, Équipe de France;France;;;France Télévisions;Français;;0;;
Paris est magique (RMC);2016;Documentaire;Football;;;;RMC Sport;Français;;0;;
L'Express'Euro - Euro 2016 - DVD 1;2016;Magazine TV, Spécial compétition;Euro (général), Euro 2016, Magazine football, Sélections nationales;;;;beIN Sports;Français;DVD;0;L'Express'Euro;Compilation de la matinale de beIN Sports pendant l'Euro 2016 - DVD 1 sur 5.
L'Express'Euro - Euro 2016 - DVD 2;2016;Magazine TV, Spécial compétition;Euro (général), Euro 2016, Magazine football, Sélections nationales;;;;beIN Sports;Français;DVD;0;L'Express'Euro;Compilation de la matinale de beIN Sports pendant l'Euro 2016 - DVD 2 sur 5.
L'Express'Euro - Euro 2016 - DVD 3;2016;Magazine TV, Spécial compétition;Euro (général), Euro 2016, Magazine football, Sélections nationales;;;;beIN Sports;Français;DVD;0;L'Express'Euro;Compilation de la matinale de beIN Sports pendant l'Euro 2016 - DVD 3 sur 5.
L'Express'Euro - Euro 2016 - DVD 4;2016;Magazine TV, Spécial compétition;Euro (général), Euro 2016, Magazine football, Sélections nationales;;;;beIN Sports;Français;DVD;0;L'Express'Euro;Compilation de la matinale de beIN Sports pendant l'Euro 2016 - DVD 4 sur 5.
L'Express'Euro - Euro 2016 - DVD 5;2016;Magazine TV, Spécial compétition;Euro (général), Euro 2016, Magazine football, Sélections nationales;;;;beIN Sports;Français;DVD;0;L'Express'Euro;Compilation de la matinale de beIN Sports pendant l'Euro 2016 - DVD 5 sur 5.
Jean-Michel Aulas - 30 ans d'histoire(s);2017;Documentaire, Reportage;Club, Dirigeants, Histoire du football, Ligue 1, Portrait;Olympique Lyonnais;Jean-Michel Aulas;;Canal+;Français;;30;Sport Reporter;
Invisible - Le coup franc dans le football;2017;Documentaire, Magazine TV;Coup franc, Technique;;Juninho, Roberto Carlos;17/03/2017;Canal+;Français;;27;Invisible;
Mystères d'archives - 1998 : la victoire des Bleus;2017;Archive TV, Série documentaire;Archives, Coupe du monde 1998, Finale, Médias, Équipe de France;Brésil, France;Aimé Jacquet, Jacques Chirac, Zinedine Zidane;14/10/2017;Arte;Français;MP4;26;Mystères d'archives;Le nom de fichier indiquait 2021 
L'OM - Champion d'Europe pour l'éternité;2018;Documentaire, Rétrospective;Club, Histoire du football, Ligue des champions (général), Ligue des champions 1992-1993;AC Milan, Olympique de Marseille;Basile Boli, Bernard Tapie, Didier Deschamps, Rudi Völler;25/05/2018;C8;Français;TVRip;90;;
Téléfoot - Coupe du Monde 2018 - 17 juin 2018;2018;Magazine TV, Spécial compétition;Coupe du Monde 2018, Magazine football, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;17/06/2018;TF1;Français;MKV;0;Téléfoot;au début du Mondial 2018., Émission Téléfoot du 17 juin
Téléfoot - Coupe du Monde 2018 - 15 juillet 2018;2018;Magazine TV, Spécial compétition;Coupe du Monde 2018, Finale, Magazine football, Équipe de France;Croatie, France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;15/07/2018;TF1;Français;MKV;0;Téléfoot;Émission Téléfoot diffusée le jour de la finale France-Croatie.
Le 20 Heures - 16 juillet 2018 - Retour des Bleus;2018;Journal télévisé, Émission spéciale;Actualité, Coupe du Monde 2018, Célébrations, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;16/07/2018;TF1;Français;TS;0;Le 20 Heures;Journal du 16 juillet largement consacré au retour des champions du monde.
Le 20 Heures - 16 juillet 2018 - Retour des Bleus;2018;Journal télévisé, Émission spéciale;Actualité, Coupe du Monde 2018, Célébrations, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;16/07/2018;France 2;Français;TS;0;Le 20 Heures;Journal du 16 juillet largement consacré au retour des champions du monde.
Retour des Bleus - Descente des Champs-Élysées;2018;Direct, Émission spéciale;Coupe du Monde 2018, Célébrations, Ferveur populaire, Supporters, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;16/07/2018;TF1;Français;MKV;0;;Couverture du retour des champions du monde et de leur descente des Champs-Élysées.
Le Paris des Bleus;2018;Documentaire, Reportage;Coupe du Monde 2018, Ferveur populaire, Finale, Paris, Supporters, Équipe de France;Croatie, France;Antoine Griezmann, Didier Deschamps, Kylian Mbappé, Édouard Philippe;16/07/2018;Paris Première;Français;MKV;90;;Correction du titre : le fichier indiquait « Le pari des bleus ». Documentaire-road movie dans Paris le jour du sacre.
Les Bleus 2018 : Au cœur de l'épopée russe;2018;Documentaire, Reportage coulisses;Coulisses, Coupe du Monde 2018, Parcours, Vie de groupe, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;17/07/2018;TF1;Français;MKV;126;;Documentaire d'Emmanuel Le Ber et Théo Schuster, tourné au plus près des Bleus pendant la compétition.
Champions du monde ! La France en fête;2018;Documentaire, Reportage;Coupe du Monde 2018, Ferveur populaire, Finale, Supporters, Équipe de France;Croatie, France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;17/07/2018;M6;Français;MKV;80;;Documentaire composé notamment d'images tournées par les supporters pendant la journée de la finale.
La France en Bleus;2018;Documentaire, Reportage;Coupe du Monde 2018, Ferveur populaire, Supporters, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;22/07/2018;France 2;Français;MKV;90;;Documentaire de Elsa Margout et Clément Le Goff sur la ferveur nationale après le sacre.
Champions du Monde 2018 - Partie 2;2018;Archive TV, Rétrospective;Coupe du Monde 2018, Finale, Parcours, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;;TF1;Français;TS;0;Champions du Monde 2018;Deuxième partie d'une rétrospective TF1 
Champions du Monde 2018 - Partie 1;2018;Archive TV, Rétrospective;Coupe du Monde 2018, Parcours, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Paul Pogba;;TF1;Français;TS;0;Champions du Monde 2018;Première partie d'une rétrospective TF1 
Minute par minute - France 98 : le sacre d'une nation;2018;Rétrospective, Série documentaire;Coupe du monde 1998, Ferveur populaire, Médias, Société, Supporters, Équipe de France;Brésil, France;Aimé Jacquet, Didier Deschamps, Jacques Chirac, Thierry Henry, Zinedine Zidane;11/06/2018;W9;Français;TS;0;Minute par minute;Deuxième numéro de la collection « Minute par minute », présenté par Stéphanie Renouvin.
Minute par minute - France 98 : le sacre d'une nation;2018;Archive TV, Documentaire;Coupe du Monde (général), Coupe du monde 1998, Histoire du football, Sélections nationales, Équipe de France;France;Aimé Jacquet, Didier Deschamps, Zinédine Zidane;11/06/2018;W9;Français;TVRip;90;Minute par minute;
Génération 98 - Épisode 02 - La sélection des joueurs;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Aimé Jacquet;13/06/2018;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Génération 98 - Épisode 12 - La finale;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Aimé Jacquet, Didier Deschamps, Emmanuel Petit, Fabien Barthez, Ronaldo Nazário, Zinedine Zidane;;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Génération 98 - Épisode 11 - Le jour le plus long;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Aimé Jacquet, Didier Deschamps, Zinedine Zidane;;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Génération 98 - Épisode 10 - Une belle entente;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Aimé Jacquet, Didier Deschamps, Zinedine Zidane;;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Génération 98 - Épisode 07 - Le début de l'engouement;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Aimé Jacquet, Didier Deschamps;;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Génération 98 - Épisode 05 - Les remplaçants;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Aimé Jacquet, David Trezeguet, Robert Pirès;;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Génération 98 - Épisode 03 - L'entrée dans la Coupe du monde;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Aimé Jacquet, Christophe Dugarry, Didier Deschamps;;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
France 98 - 20 ans déjà;2018;Documentaire, Rétrospective;20e anniversaire, Coupe du monde 1998, Mémoire, Équipe de France;France;Aimé Jacquet, Didier Deschamps, Lilian Thuram, Zinedine Zidane;;France Télévisions;Français;MP4;0;;Titre et année déduits du nom de fichier 
Coupe du Monde 2018 - Tous les buts de l'équipe de France;2018;Compilation, Rétrospective;Buts, Coupe du Monde 2018, Équipe de France;France;Antoine Griezmann, Benjamin Pavard, Kylian Mbappé, Paul Pogba, Samuel Umtiti;;beIN Sports;Français;MP4;0;;Compilation des buts des Bleus pendant le tournoi.
